id,split,label,snr_target,noise_type,pd_path
e75a110db22b4d9687b5ce94216adcd5,test,1,3.0,white,.\data\pd\e75a110db22b4d9687b5ce94216adcd5_pd.npz
e7a03b2257c34d0eb814fa63fbb2e1af,train,1,4.0,1overf,.\data\pd\e7a03b2257c34d0eb814fa63fbb2e1af_pd.npz
94464a51678e4bdfa247bea689df1d55,train,1,4.0,1overf,.\data\pd\94464a51678e4bdfa247bea689df1d55_pd.npz
afad5edbfb1b453c98bfb6c4b8017f79,test,1,3.0,1overf,.\data\pd\afad5edbfb1b453c98bfb6c4b8017f79_pd.npz
b0f00e658d1b491ba5fcd53b4447034c,train,1,6.0,1overf,.\data\pd\b0f00e658d1b491ba5fcd53b4447034c_pd.npz
3e8a6c5592a44b23a64cf647ba5a4cf6,train,1,10.0,white,.\data\pd\3e8a6c5592a44b23a64cf647ba5a4cf6_pd.npz
1540c7a3d2504d688c2a2ca6ed6cfd2e,test,1,3.0,1overf,.\data\pd\1540c7a3d2504d688c2a2ca6ed6cfd2e_pd.npz
2be16da211bf4f298cd9a82f0d6eef05,val,1,2.0,1overf,.\data\pd\2be16da211bf4f298cd9a82f0d6eef05_pd.npz
9c5c051e28b34a6a81e3a8c4ae7a7b94,train,1,8.0,white,.\data\pd\9c5c051e28b34a6a81e3a8c4ae7a7b94_pd.npz
113ed4ea70f0408cb2c339877f268ebb,test,1,10.0,1overf,.\data\pd\113ed4ea70f0408cb2c339877f268ebb_pd.npz
c5cdc93796474db7a510c166b7e1f152,test,1,8.0,1overf,.\data\pd\c5cdc93796474db7a510c166b7e1f152_pd.npz
129be87af5d64d389964ccb5989c98e9,train,1,4.0,1overf,.\data\pd\129be87af5d64d389964ccb5989c98e9_pd.npz
66958d87948e44f7bb683a78e60a447e,train,1,5.0,1overf,.\data\pd\66958d87948e44f7bb683a78e60a447e_pd.npz
298074171dd342d0ab68c9cc47911ccb,train,1,2.0,white,.\data\pd\298074171dd342d0ab68c9cc47911ccb_pd.npz
f1a173eb534d4c9c84b5bbd96e60603a,test,1,4.0,1overf,.\data\pd\f1a173eb534d4c9c84b5bbd96e60603a_pd.npz
4cdd42764a0449f8b3d1058c3d4b52e9,train,1,8.0,1overf,.\data\pd\4cdd42764a0449f8b3d1058c3d4b52e9_pd.npz
e6f745454b114bbd965d14a9614bf763,train,1,2.0,white,.\data\pd\e6f745454b114bbd965d14a9614bf763_pd.npz
5cb057eb121b4a479c1cc6dae6d81a29,val,1,3.0,1overf,.\data\pd\5cb057eb121b4a479c1cc6dae6d81a29_pd.npz
ec7b1a20532e4649a46494c5f1c43f9d,train,1,10.0,1overf,.\data\pd\ec7b1a20532e4649a46494c5f1c43f9d_pd.npz
1af38d04be454138884368089e37e293,train,1,3.0,white,.\data\pd\1af38d04be454138884368089e37e293_pd.npz
63d229575390489e85562d3d784aa398,test,1,3.0,1overf,.\data\pd\63d229575390489e85562d3d784aa398_pd.npz
d66ba32a790f4e20b58d6c24565807d3,train,1,8.0,1overf,.\data\pd\d66ba32a790f4e20b58d6c24565807d3_pd.npz
94b1ae9e99b24aa797528910ff3564a5,train,1,2.0,1overf,.\data\pd\94b1ae9e99b24aa797528910ff3564a5_pd.npz
a9e4beda54ab4f848941874cf293f6fb,train,1,2.0,1overf,.\data\pd\a9e4beda54ab4f848941874cf293f6fb_pd.npz
cfa5883f41414cc5b221d59772bab3e2,test,1,6.0,1overf,.\data\pd\cfa5883f41414cc5b221d59772bab3e2_pd.npz
ab51eb0ca15b4f23a707c87b4f5d473e,train,1,3.0,1overf,.\data\pd\ab51eb0ca15b4f23a707c87b4f5d473e_pd.npz
45a62f0ca0a74ddca1c9898b0a89000b,test,1,2.0,1overf,.\data\pd\45a62f0ca0a74ddca1c9898b0a89000b_pd.npz
229cbaa2c3b842978d513841d08b8567,test,1,3.0,1overf,.\data\pd\229cbaa2c3b842978d513841d08b8567_pd.npz
b156c522e63e4b1b953c265b60c05103,train,1,4.0,1overf,.\data\pd\b156c522e63e4b1b953c265b60c05103_pd.npz
04e9168b2d8c4668a7b690fe536287ce,train,1,5.0,white,.\data\pd\04e9168b2d8c4668a7b690fe536287ce_pd.npz
c9812651f77a46639a3680e305d9ca9f,train,1,4.0,1overf,.\data\pd\c9812651f77a46639a3680e305d9ca9f_pd.npz
7cb5508e83534b4d88e35a6c2ba9366f,train,1,5.0,1overf,.\data\pd\7cb5508e83534b4d88e35a6c2ba9366f_pd.npz
5971cecd4836421093073fe98523be89,train,1,8.0,1overf,.\data\pd\5971cecd4836421093073fe98523be89_pd.npz
a5f70799f6db4b939ad845fef4bb5b62,val,1,6.0,1overf,.\data\pd\a5f70799f6db4b939ad845fef4bb5b62_pd.npz
7baaa75763c34806bcfbf80f311399af,val,1,6.0,white,.\data\pd\7baaa75763c34806bcfbf80f311399af_pd.npz
d7ef860d681d44cfb7f78d21bc25b1e5,train,1,6.0,white,.\data\pd\d7ef860d681d44cfb7f78d21bc25b1e5_pd.npz
b11f85b8adc9480e9d317946cccd4259,val,1,5.0,1overf,.\data\pd\b11f85b8adc9480e9d317946cccd4259_pd.npz
735f751a06f342fc931cb71011f6246e,test,1,3.0,1overf,.\data\pd\735f751a06f342fc931cb71011f6246e_pd.npz
87819496c8434eeda69d3b81c07b889b,train,1,3.0,white,.\data\pd\87819496c8434eeda69d3b81c07b889b_pd.npz
2350c5c69dfb45e68b3027d4a30ea4c8,test,1,3.0,1overf,.\data\pd\2350c5c69dfb45e68b3027d4a30ea4c8_pd.npz
851e9994cc114ca48e30ff854c7d5aeb,train,1,6.0,white,.\data\pd\851e9994cc114ca48e30ff854c7d5aeb_pd.npz
37fe992a66b0492a9c3528f85319c62f,train,1,8.0,1overf,.\data\pd\37fe992a66b0492a9c3528f85319c62f_pd.npz
b2f0ec79cb8247889a699f0298e14fa4,val,1,4.0,1overf,.\data\pd\b2f0ec79cb8247889a699f0298e14fa4_pd.npz
c9b8d2815bef409ca6547e931eadb832,train,1,8.0,white,.\data\pd\c9b8d2815bef409ca6547e931eadb832_pd.npz
ab5b9a450ad24db99ebf1aacd696bfef,test,1,10.0,white,.\data\pd\ab5b9a450ad24db99ebf1aacd696bfef_pd.npz
30923ecbcb814a72b65351fb0691ddae,train,1,6.0,1overf,.\data\pd\30923ecbcb814a72b65351fb0691ddae_pd.npz
0f699b4efdea40cfbe99729a4217e442,train,1,4.0,1overf,.\data\pd\0f699b4efdea40cfbe99729a4217e442_pd.npz
ed522d3a12c74f2f8ab8ac4a3372a930,val,1,3.0,1overf,.\data\pd\ed522d3a12c74f2f8ab8ac4a3372a930_pd.npz
e6215f2206b743d3b6648330bddc4e98,val,1,3.0,1overf,.\data\pd\e6215f2206b743d3b6648330bddc4e98_pd.npz
4bd0430516f1480aa09a611e4b6cdfb8,test,1,2.0,white,.\data\pd\4bd0430516f1480aa09a611e4b6cdfb8_pd.npz
5c365be4d29e4a1589a7962ea1f99a10,val,1,8.0,white,.\data\pd\5c365be4d29e4a1589a7962ea1f99a10_pd.npz
528c818942e1452db4517f40a1c0b317,train,1,2.0,1overf,.\data\pd\528c818942e1452db4517f40a1c0b317_pd.npz
48d5c87098054739abdbcac9888b3178,train,1,6.0,white,.\data\pd\48d5c87098054739abdbcac9888b3178_pd.npz
a9b9dede11934ac1bcda81505c0d9497,test,1,4.0,1overf,.\data\pd\a9b9dede11934ac1bcda81505c0d9497_pd.npz
1fc0ec1ead244fa78d5a698af305a8cf,train,1,6.0,white,.\data\pd\1fc0ec1ead244fa78d5a698af305a8cf_pd.npz
6b1b7c3160b64b0bb2502658d0a6c308,train,1,10.0,1overf,.\data\pd\6b1b7c3160b64b0bb2502658d0a6c308_pd.npz
987f9186c54e40fbb87c8615fefb4202,val,1,8.0,white,.\data\pd\987f9186c54e40fbb87c8615fefb4202_pd.npz
d7cf8c54919b433382549e284dbd2461,train,1,10.0,white,.\data\pd\d7cf8c54919b433382549e284dbd2461_pd.npz
184b0ebbbd7241f08683cf708d9932a5,test,1,10.0,1overf,.\data\pd\184b0ebbbd7241f08683cf708d9932a5_pd.npz
5224375564614324b873c7d5a63dab3b,val,1,2.0,1overf,.\data\pd\5224375564614324b873c7d5a63dab3b_pd.npz
099218246bd545daad51c48748bbecc0,train,1,10.0,white,.\data\pd\099218246bd545daad51c48748bbecc0_pd.npz
4dd04a734e874b46a727577a84589e65,train,1,3.0,1overf,.\data\pd\4dd04a734e874b46a727577a84589e65_pd.npz
da93918c4eb74bc28795bd0bb93bbc9f,val,1,4.0,white,.\data\pd\da93918c4eb74bc28795bd0bb93bbc9f_pd.npz
379eb267f5de47d1be85b06c2d74e73c,train,1,10.0,white,.\data\pd\379eb267f5de47d1be85b06c2d74e73c_pd.npz
2d68f914f98f4414ba109b6d1957d088,val,1,10.0,white,.\data\pd\2d68f914f98f4414ba109b6d1957d088_pd.npz
b5c79dbb121d47ed82ac6247d022ae41,val,1,6.0,1overf,.\data\pd\b5c79dbb121d47ed82ac6247d022ae41_pd.npz
38445d4155ec4819a16b925341faa362,val,1,3.0,white,.\data\pd\38445d4155ec4819a16b925341faa362_pd.npz
0feb1da1047c4b01a3dcc4599e7e402e,test,1,3.0,1overf,.\data\pd\0feb1da1047c4b01a3dcc4599e7e402e_pd.npz
9028b10d66fd49adaa344572a593a456,val,1,8.0,1overf,.\data\pd\9028b10d66fd49adaa344572a593a456_pd.npz
1680f2fecab74d1091238fd7e23c2dcb,train,1,8.0,1overf,.\data\pd\1680f2fecab74d1091238fd7e23c2dcb_pd.npz
c361dab1985a4f4c89437c0538fb1b28,train,1,10.0,white,.\data\pd\c361dab1985a4f4c89437c0538fb1b28_pd.npz
8344bd26ad6949a68b8886b61d9a9884,train,1,6.0,1overf,.\data\pd\8344bd26ad6949a68b8886b61d9a9884_pd.npz
b15b159a6b244c9dab472555f03cc993,train,1,3.0,1overf,.\data\pd\b15b159a6b244c9dab472555f03cc993_pd.npz
fd3bb44b60db48da8fdf86ed28e9cbd6,val,1,5.0,1overf,.\data\pd\fd3bb44b60db48da8fdf86ed28e9cbd6_pd.npz
65f7e8eb4a3347b5b63d0f72a1b78dcf,train,1,8.0,white,.\data\pd\65f7e8eb4a3347b5b63d0f72a1b78dcf_pd.npz
e24ef56ee8de4bb48c33e4398ab0a79f,train,1,6.0,white,.\data\pd\e24ef56ee8de4bb48c33e4398ab0a79f_pd.npz
45b9fc2c5ac344238aaeb6c6025a9a92,train,1,2.0,1overf,.\data\pd\45b9fc2c5ac344238aaeb6c6025a9a92_pd.npz
a119da18ee2a4bccb4743fd0e4763c9d,val,1,3.0,white,.\data\pd\a119da18ee2a4bccb4743fd0e4763c9d_pd.npz
b12b32280a6f4a0e84bdde33f93c0189,test,1,5.0,white,.\data\pd\b12b32280a6f4a0e84bdde33f93c0189_pd.npz
3ec48abb916449b6948de53249fd524c,train,1,10.0,white,.\data\pd\3ec48abb916449b6948de53249fd524c_pd.npz
29bf6a9daa0b4ab28ec3340633b408c2,train,1,10.0,1overf,.\data\pd\29bf6a9daa0b4ab28ec3340633b408c2_pd.npz
0e7d7fc1c02b4f738524b8b4703dc384,train,1,4.0,1overf,.\data\pd\0e7d7fc1c02b4f738524b8b4703dc384_pd.npz
afaf0d43b6f845549c98a1ed440ded2a,test,1,6.0,white,.\data\pd\afaf0d43b6f845549c98a1ed440ded2a_pd.npz
fbfaa9ef590c46cf9260f78f04639f80,train,1,5.0,1overf,.\data\pd\fbfaa9ef590c46cf9260f78f04639f80_pd.npz
9d210ae66d6b4366977293684813554e,train,1,10.0,1overf,.\data\pd\9d210ae66d6b4366977293684813554e_pd.npz
d5ddb289c3cb48fc91331834b00265e2,train,1,2.0,1overf,.\data\pd\d5ddb289c3cb48fc91331834b00265e2_pd.npz
f15e3cf708d5483fb9bb822fc4dd3be8,train,1,3.0,1overf,.\data\pd\f15e3cf708d5483fb9bb822fc4dd3be8_pd.npz
29a65bc9358b4e3bb82828b31e94dfff,test,1,2.0,1overf,.\data\pd\29a65bc9358b4e3bb82828b31e94dfff_pd.npz
dec07ada173d4ac981fac5f7c7c89eda,train,1,4.0,1overf,.\data\pd\dec07ada173d4ac981fac5f7c7c89eda_pd.npz
1d64fcc068d54359a441a2c84ee83da1,train,1,5.0,1overf,.\data\pd\1d64fcc068d54359a441a2c84ee83da1_pd.npz
f4e558bbb11c417c9057694c429248e3,train,1,2.0,1overf,.\data\pd\f4e558bbb11c417c9057694c429248e3_pd.npz
5ca96e7bdc3b4498bb5b63a467d8639a,train,1,3.0,white,.\data\pd\5ca96e7bdc3b4498bb5b63a467d8639a_pd.npz
319e67e40891456daf2a2a90c761642e,val,1,3.0,1overf,.\data\pd\319e67e40891456daf2a2a90c761642e_pd.npz
ee79c8d92000426085c6151d18c84aec,train,1,3.0,1overf,.\data\pd\ee79c8d92000426085c6151d18c84aec_pd.npz
7a5046fd0d91470caf72ce2a3c5f6ef9,train,1,4.0,1overf,.\data\pd\7a5046fd0d91470caf72ce2a3c5f6ef9_pd.npz
6974d4ebbede439f8b5d38d08e52562e,train,1,6.0,white,.\data\pd\6974d4ebbede439f8b5d38d08e52562e_pd.npz
a570589d80ca41a1bdf14fc9b8c9a5dd,train,1,2.0,1overf,.\data\pd\a570589d80ca41a1bdf14fc9b8c9a5dd_pd.npz
33609b36ead148908f8c81c80e854f88,train,1,6.0,1overf,.\data\pd\33609b36ead148908f8c81c80e854f88_pd.npz
0310b5dde1224d13821d36fc55a55ae9,val,1,2.0,1overf,.\data\pd\0310b5dde1224d13821d36fc55a55ae9_pd.npz
e084f79b9783480081672d471e23ddfd,train,1,4.0,1overf,.\data\pd\e084f79b9783480081672d471e23ddfd_pd.npz
5b502e740ed74074924c910fc24f5c31,train,1,3.0,white,.\data\pd\5b502e740ed74074924c910fc24f5c31_pd.npz
d799faa7052142779043016b1e592862,train,1,4.0,white,.\data\pd\d799faa7052142779043016b1e592862_pd.npz
c734ca4ee72947ffb0ff837eb408dfcd,train,1,6.0,white,.\data\pd\c734ca4ee72947ffb0ff837eb408dfcd_pd.npz
1de1a2c29e8d4cb8a2b40d7529f4e85a,train,1,3.0,1overf,.\data\pd\1de1a2c29e8d4cb8a2b40d7529f4e85a_pd.npz
08fd88b4f60047a8a80b28edf8ad8ff9,train,1,8.0,1overf,.\data\pd\08fd88b4f60047a8a80b28edf8ad8ff9_pd.npz
b6d361778a5d4e589d01e8bc369decf7,train,1,4.0,1overf,.\data\pd\b6d361778a5d4e589d01e8bc369decf7_pd.npz
a83ebf6b641f40c2addfc7db82eea569,train,1,10.0,1overf,.\data\pd\a83ebf6b641f40c2addfc7db82eea569_pd.npz
50ffbf4321c540508228dbe633829c47,val,1,3.0,1overf,.\data\pd\50ffbf4321c540508228dbe633829c47_pd.npz
ded36d825fb24d8f813dd9cb77ea1e34,train,1,2.0,1overf,.\data\pd\ded36d825fb24d8f813dd9cb77ea1e34_pd.npz
7b820aab3edf4b49ba354d0d44ce10d8,train,1,8.0,1overf,.\data\pd\7b820aab3edf4b49ba354d0d44ce10d8_pd.npz
3151be6fd8474189935a8e1b9e55eddd,test,1,8.0,white,.\data\pd\3151be6fd8474189935a8e1b9e55eddd_pd.npz
1808bea535dd4eb796471e08abb3ea18,train,1,4.0,1overf,.\data\pd\1808bea535dd4eb796471e08abb3ea18_pd.npz
74300281523b4c319c96df3dd5ad4f21,train,1,8.0,white,.\data\pd\74300281523b4c319c96df3dd5ad4f21_pd.npz
0ad233babb2a4e00b5f3766cf498222f,train,1,3.0,1overf,.\data\pd\0ad233babb2a4e00b5f3766cf498222f_pd.npz
f1ac2d08c7cc4f7188a6c1550ce7798b,train,1,8.0,1overf,.\data\pd\f1ac2d08c7cc4f7188a6c1550ce7798b_pd.npz
e9277248265044d582ca05695e2739eb,val,1,10.0,1overf,.\data\pd\e9277248265044d582ca05695e2739eb_pd.npz
78148a6be3654909b0d0fa060b50b6db,train,1,2.0,1overf,.\data\pd\78148a6be3654909b0d0fa060b50b6db_pd.npz
f54067cd3960426b8467a1b5713502cf,train,1,5.0,1overf,.\data\pd\f54067cd3960426b8467a1b5713502cf_pd.npz
9a07de7243c54219b993349d102e9acc,test,1,6.0,1overf,.\data\pd\9a07de7243c54219b993349d102e9acc_pd.npz
5c9a351357744ddeb4b1069b7df51f09,train,1,8.0,1overf,.\data\pd\5c9a351357744ddeb4b1069b7df51f09_pd.npz
f464e8ead7424b21a0aadc900781344e,test,1,3.0,white,.\data\pd\f464e8ead7424b21a0aadc900781344e_pd.npz
6c97341e48244cd88303b62672c85ddb,train,1,4.0,1overf,.\data\pd\6c97341e48244cd88303b62672c85ddb_pd.npz
2c7b5a2968ef41868acf27a698e6e1ee,test,1,4.0,white,.\data\pd\2c7b5a2968ef41868acf27a698e6e1ee_pd.npz
6f3a35b094cb4b95ada993e8cc4ed373,train,1,8.0,white,.\data\pd\6f3a35b094cb4b95ada993e8cc4ed373_pd.npz
94ea73065b7a46c0851c2a93ba585169,test,1,8.0,1overf,.\data\pd\94ea73065b7a46c0851c2a93ba585169_pd.npz
a63d8796905941039bd06fb32f8447d3,train,1,4.0,white,.\data\pd\a63d8796905941039bd06fb32f8447d3_pd.npz
868de431986243c48bf5fac29587915c,test,1,6.0,white,.\data\pd\868de431986243c48bf5fac29587915c_pd.npz
7a03b0f2d9874968abaf3bbeaa919230,val,1,2.0,white,.\data\pd\7a03b0f2d9874968abaf3bbeaa919230_pd.npz
acfbf0a6348a4f68bd04b3399cd32a41,test,1,10.0,1overf,.\data\pd\acfbf0a6348a4f68bd04b3399cd32a41_pd.npz
31533f09b5da4c36a310c18a2c69c5c9,train,1,3.0,1overf,.\data\pd\31533f09b5da4c36a310c18a2c69c5c9_pd.npz
e283d2705e1c4c8f9e8a47facbf2014a,val,1,3.0,1overf,.\data\pd\e283d2705e1c4c8f9e8a47facbf2014a_pd.npz
b6df730fa7a24f699fb783ed9fb30731,train,1,2.0,white,.\data\pd\b6df730fa7a24f699fb783ed9fb30731_pd.npz
7f2aaf4ea250472e8a5da15d379cd1b5,train,1,3.0,1overf,.\data\pd\7f2aaf4ea250472e8a5da15d379cd1b5_pd.npz
ed158bfaca6d4689b03b2c5cc0ff5c1e,train,1,4.0,1overf,.\data\pd\ed158bfaca6d4689b03b2c5cc0ff5c1e_pd.npz
52233f10a4d040d299347a25ee20e9bf,test,1,6.0,1overf,.\data\pd\52233f10a4d040d299347a25ee20e9bf_pd.npz
ac52eece9d20490287119764c936abf5,train,1,6.0,1overf,.\data\pd\ac52eece9d20490287119764c936abf5_pd.npz
7c2a2f586fe3412abd709245df8bae0c,train,1,5.0,white,.\data\pd\7c2a2f586fe3412abd709245df8bae0c_pd.npz
e3c17ae9239342a5a1f7ac443400ebae,train,1,10.0,1overf,.\data\pd\e3c17ae9239342a5a1f7ac443400ebae_pd.npz
61a7fc8d11904d0f8936f40557c6a4ff,train,1,5.0,1overf,.\data\pd\61a7fc8d11904d0f8936f40557c6a4ff_pd.npz
73aa41e7a0d64cb6a664ab40c524010d,train,1,8.0,white,.\data\pd\73aa41e7a0d64cb6a664ab40c524010d_pd.npz
2a018d5152404f2db6e7e320657f32dd,train,1,3.0,1overf,.\data\pd\2a018d5152404f2db6e7e320657f32dd_pd.npz
dc899b043464449cb06f64acd5bf55f8,train,1,6.0,1overf,.\data\pd\dc899b043464449cb06f64acd5bf55f8_pd.npz
6146187636b34fe7b5af5be9c54abb09,val,1,3.0,white,.\data\pd\6146187636b34fe7b5af5be9c54abb09_pd.npz
de75b8e92f394ba58e7b7c47b403fd94,val,1,6.0,white,.\data\pd\de75b8e92f394ba58e7b7c47b403fd94_pd.npz
345919e2bb944de58ba9aa696468e0be,train,1,5.0,1overf,.\data\pd\345919e2bb944de58ba9aa696468e0be_pd.npz
c370de7f03a141f387e8bc470e42a171,train,1,10.0,1overf,.\data\pd\c370de7f03a141f387e8bc470e42a171_pd.npz
c07240f16e864f71863977774c92275c,test,1,8.0,1overf,.\data\pd\c07240f16e864f71863977774c92275c_pd.npz
cb85eb1f672747c7a5792f8036077fba,val,1,10.0,1overf,.\data\pd\cb85eb1f672747c7a5792f8036077fba_pd.npz
8d17ca8c3af64183a119202a12ef3fd0,train,1,10.0,white,.\data\pd\8d17ca8c3af64183a119202a12ef3fd0_pd.npz
2f89d8db7c9d4013aa2e3cfe3c8f658a,train,1,2.0,1overf,.\data\pd\2f89d8db7c9d4013aa2e3cfe3c8f658a_pd.npz
be7114b8f95d411c8d94f7208e419d32,train,1,5.0,white,.\data\pd\be7114b8f95d411c8d94f7208e419d32_pd.npz
c02628afe11848529a8d5fa718f0cb92,train,1,6.0,1overf,.\data\pd\c02628afe11848529a8d5fa718f0cb92_pd.npz
e18d32b74b534b97ab7fbc7564ee6d9a,train,1,10.0,1overf,.\data\pd\e18d32b74b534b97ab7fbc7564ee6d9a_pd.npz
27da87c444884994afaa0609bfda1e0b,train,1,3.0,1overf,.\data\pd\27da87c444884994afaa0609bfda1e0b_pd.npz
dd358f7407814e90b9e0ea0c9a6288b9,train,1,3.0,white,.\data\pd\dd358f7407814e90b9e0ea0c9a6288b9_pd.npz
4de11ff036454416bcaa0de7b10198dd,train,1,4.0,1overf,.\data\pd\4de11ff036454416bcaa0de7b10198dd_pd.npz
6fb74233e28e452f99ae97ec16b8921d,val,1,3.0,1overf,.\data\pd\6fb74233e28e452f99ae97ec16b8921d_pd.npz
d7e3c10ad81c4464b3762b987d5edab6,train,1,3.0,1overf,.\data\pd\d7e3c10ad81c4464b3762b987d5edab6_pd.npz
86ec3eb3437842a8b0f276e896afeaf5,train,1,6.0,1overf,.\data\pd\86ec3eb3437842a8b0f276e896afeaf5_pd.npz
99d2e991d2a746abbd2e363f36c581c6,test,1,6.0,1overf,.\data\pd\99d2e991d2a746abbd2e363f36c581c6_pd.npz
02d115f90172452bb38c9322023417df,train,1,3.0,1overf,.\data\pd\02d115f90172452bb38c9322023417df_pd.npz
bd06c29b59c2421da294bff7b22de1f9,train,1,8.0,1overf,.\data\pd\bd06c29b59c2421da294bff7b22de1f9_pd.npz
4afa92e010a84a46811efcdeb8b7b140,train,1,2.0,1overf,.\data\pd\4afa92e010a84a46811efcdeb8b7b140_pd.npz
11380946bcd4434eb649e8e3d7344219,train,1,8.0,1overf,.\data\pd\11380946bcd4434eb649e8e3d7344219_pd.npz
ddd0ba8f490d45478aaef2ba188e5d7c,train,1,10.0,white,.\data\pd\ddd0ba8f490d45478aaef2ba188e5d7c_pd.npz
c6975b212c2947d093c9c6d7cae6f24a,val,1,8.0,1overf,.\data\pd\c6975b212c2947d093c9c6d7cae6f24a_pd.npz
