id,split,label,snr_target,snr_empirical,fs,N,T,f0,f1,phi0,noise_type,alpha,ar1_phi,seed,path
9a65634d4bc746e8943f2c60ad4467ff,test,1,2.0,2.0000000000000795,2048,2048,1.0,30.0,80.0,6.179685288615231,1overf,1.0,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.0\9a65634d4bc746e8943f2c60ad4467ff.npy
62ad6d3ed39a4964a47a2997ac271f87,train,1,10.0,10.000000000000403,2048,2048,1.0,20.0,120.0,2.028229705024635,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\62ad6d3ed39a4964a47a2997ac271f87.npy
0795f3556f2b47c2a58da8923b1287a0,train,1,2.0,2.0000000000000084,1024,2048,2.0,30.0,180.0,6.087023015257666,1overf,1.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.5\0795f3556f2b47c2a58da8923b1287a0.npy
dcceb4e85d904305a4b1083bf32a303f,train,1,4.0,4.000000000000705,2048,2048,1.0,30.0,180.0,0.8813329150469985,1overf,0.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha0.5\dcceb4e85d904305a4b1083bf32a303f.npy
7a26ba36f2f642dda9c92914f94a7ab0,train,1,5.0,5.000000000002387,2048,2048,1.0,30.0,120.0,3.5054873116324186,white,nan,nan,2025,.\data\synthetic\train\white\7a26ba36f2f642dda9c92914f94a7ab0.npy
9546506f45b3464aa87cfa87bd837e93,val,1,6.0,6.000000000000018,1024,2048,2.0,40.0,120.0,0.37931037667302064,1overf,1.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha1.5\9546506f45b3464aa87cfa87bd837e93.npy
c51388462c0d4847b2ebf6ac13119476,train,1,2.0,2.000000000000378,2048,2048,1.0,30.0,180.0,6.213927762476505,1overf,0.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha0.5\c51388462c0d4847b2ebf6ac13119476.npy
85696317263046f3b82b370b7dfbac0f,test,1,3.0,3.0000000000015037,2048,4096,2.0,40.0,80.0,4.691921298362527,white,nan,nan,2025,.\data\synthetic\test\white\85696317263046f3b82b370b7dfbac0f.npy
7fd301b314bc4f958e474cf854be7295,train,1,8.0,8.000000000004006,2048,4096,2.0,40.0,120.0,6.166640958316691,white,nan,nan,2025,.\data\synthetic\train\white\7fd301b314bc4f958e474cf854be7295.npy
0edac021442b40548783001c7bd76d38,train,1,8.0,8.000000000003931,2048,4096,2.0,30.0,180.0,1.7577861142449283,white,nan,nan,2025,.\data\synthetic\train\white\0edac021442b40548783001c7bd76d38.npy
3026b714a5dc4cd5be6a3a6e4d3b8b3c,val,1,2.0,2.0000000000003806,1024,1024,1.0,30.0,180.0,2.293746343476839,1overf,0.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha0.5\3026b714a5dc4cd5be6a3a6e4d3b8b3c.npy
35d36e116b8e46f3997ed9514bf9500f,val,1,8.0,8.000000000001373,2048,2048,1.0,20.0,180.0,3.472014843883426,1overf,0.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha0.5\35d36e116b8e46f3997ed9514bf9500f.npy
64e2249a2b98411ab793110873e69a53,train,1,10.0,10.000000000000036,1024,1024,1.0,20.0,80.0,1.5067275166446272,1overf,1.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.5\64e2249a2b98411ab793110873e69a53.npy
6b22ad64e99a4cf4823db5b1c7382a56,train,1,3.0,3.000000000000556,2048,2048,1.0,30.0,80.0,4.113244067230229,1overf,0.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha0.5\6b22ad64e99a4cf4823db5b1c7382a56.npy
fea02791e88541e3b4cb3f7cda7b646c,train,1,3.0,3.0000000000005524,2048,4096,2.0,30.0,80.0,1.8612010347597006,1overf,0.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha0.5\fea02791e88541e3b4cb3f7cda7b646c.npy
ef04e18bf4c54916a0c9be661c3218b5,train,1,4.0,4.000000000000706,2048,2048,1.0,30.0,120.0,5.071432968426762,1overf,0.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha0.5\ef04e18bf4c54916a0c9be661c3218b5.npy
9b1ec993fc274871a5718091d2162580,train,1,8.0,8.000000000000275,2048,4096,2.0,20.0,180.0,1.6309993443974913,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\9b1ec993fc274871a5718091d2162580.npy
f3e9d0b41e6f4303aa0290fe9a549341,train,1,6.0,6.000000000000229,1024,2048,2.0,20.0,180.0,6.056288241232172,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\f3e9d0b41e6f4303aa0290fe9a549341.npy
bb0c4a8ac3344c14b51adfb8fac0f190,test,1,10.0,10.000000000000334,1024,2048,2.0,40.0,120.0,2.2290360218068748,1overf,1.0,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.0\bb0c4a8ac3344c14b51adfb8fac0f190.npy
72864eb718e64bd4b11b12aae9e36438,train,1,2.0,2.000000000001003,2048,2048,1.0,20.0,180.0,2.4681396302745573,white,nan,nan,2025,.\data\synthetic\train\white\72864eb718e64bd4b11b12aae9e36438.npy
60f2e3eb006a4613812f3f192d4e5774,train,1,4.0,4.00000000000068,1024,2048,2.0,40.0,80.0,6.264750310194121,1overf,0.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha0.5\60f2e3eb006a4613812f3f192d4e5774.npy
a0aef7db817140cd9da3a14d0b17d333,train,1,2.0,2.0000000000009996,2048,4096,2.0,30.0,120.0,5.413080964099872,white,nan,nan,2025,.\data\synthetic\train\white\a0aef7db817140cd9da3a14d0b17d333.npy
23284c321cb5423b9ef9a53f4f2d52d1,val,1,2.0,2.000000000000008,1024,1024,1.0,30.0,80.0,3.4927105574172006,1overf,1.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha1.5\23284c321cb5423b9ef9a53f4f2d52d1.npy
26d39ba181424ab28c0e7efe88ccc146,val,1,6.0,6.000000000002838,2048,2048,1.0,20.0,180.0,5.087081453229771,white,nan,nan,2025,.\data\synthetic\val\white\26d39ba181424ab28c0e7efe88ccc146.npy
ad3d8eb9307149aa8602baa80d330bd1,train,1,8.0,8.000000000000272,1024,2048,2.0,40.0,80.0,1.9093109702132365,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\ad3d8eb9307149aa8602baa80d330bd1.npy
2c3c3ce4343f4415a0eca9cb138a0c19,train,1,5.0,5.000000000000905,1024,2048,2.0,40.0,180.0,1.9749561007709222,1overf,0.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha0.5\2c3c3ce4343f4415a0eca9cb138a0c19.npy
b74f4d520bf740179e02041f981fa793,test,1,6.0,6.000000000000011,1024,1024,1.0,30.0,80.0,2.0741031659271174,1overf,1.5,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.5\b74f4d520bf740179e02041f981fa793.npy
e75a110db22b4d9687b5ce94216adcd5,test,1,3.0,3.000000000001503,2048,4096,2.0,40.0,180.0,2.8463389507953876,white,nan,nan,2025,.\data\synthetic\test\white\e75a110db22b4d9687b5ce94216adcd5.npy
e7a03b2257c34d0eb814fa63fbb2e1af,train,1,4.0,4.000000000000157,2048,4096,2.0,30.0,80.0,0.20741353065494617,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\e7a03b2257c34d0eb814fa63fbb2e1af.npy
94464a51678e4bdfa247bea689df1d55,train,1,4.0,4.00000000000015,1024,2048,2.0,20.0,180.0,2.8265426059476164,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\94464a51678e4bdfa247bea689df1d55.npy
afad5edbfb1b453c98bfb6c4b8017f79,test,1,3.0,3.000000000000122,1024,2048,2.0,20.0,120.0,3.3626080572186816,1overf,1.0,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.0\afad5edbfb1b453c98bfb6c4b8017f79.npy
b0f00e658d1b491ba5fcd53b4447034c,train,1,6.0,6.000000000000178,2048,4096,2.0,20.0,80.0,6.258870715375076,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\b0f00e658d1b491ba5fcd53b4447034c.npy
3e8a6c5592a44b23a64cf647ba5a4cf6,train,1,10.0,10.000000000005107,2048,4096,2.0,40.0,80.0,0.7237053404289873,white,nan,nan,2025,.\data\synthetic\train\white\3e8a6c5592a44b23a64cf647ba5a4cf6.npy
1540c7a3d2504d688c2a2ca6ed6cfd2e,test,1,3.0,3.0000000000005116,2048,2048,1.0,30.0,180.0,5.302689943008675,1overf,0.5,nan,2025,.\data\synthetic\test\colored_1overf_alpha0.5\1540c7a3d2504d688c2a2ca6ed6cfd2e.npy
2be16da211bf4f298cd9a82f0d6eef05,val,1,2.0,2.000000000000372,1024,1024,1.0,30.0,80.0,2.6687921843439226,1overf,0.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha0.5\2be16da211bf4f298cd9a82f0d6eef05.npy
9c5c051e28b34a6a81e3a8c4ae7a7b94,train,1,8.0,8.00000000000393,2048,4096,2.0,20.0,80.0,6.2624261317939265,white,nan,nan,2025,.\data\synthetic\train\white\9c5c051e28b34a6a81e3a8c4ae7a7b94.npy
113ed4ea70f0408cb2c339877f268ebb,test,1,10.0,10.000000000000327,2048,4096,2.0,20.0,180.0,0.42839017189094714,1overf,1.0,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.0\113ed4ea70f0408cb2c339877f268ebb.npy
c5cdc93796474db7a510c166b7e1f152,test,1,8.0,8.000000000000016,2048,4096,2.0,20.0,80.0,2.1967117800373335,1overf,1.5,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.5\c5cdc93796474db7a510c166b7e1f152.npy
129be87af5d64d389964ccb5989c98e9,train,1,4.0,4.000000000000225,1024,1024,1.0,40.0,180.0,5.212606080316119,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\129be87af5d64d389964ccb5989c98e9.npy
66958d87948e44f7bb683a78e60a447e,train,1,5.0,5.000000000000009,2048,2048,1.0,20.0,80.0,0.9023984537121912,1overf,1.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.5\66958d87948e44f7bb683a78e60a447e.npy
298074171dd342d0ab68c9cc47911ccb,train,1,2.0,2.0000000000010183,1024,2048,2.0,20.0,120.0,5.762116720599873,white,nan,nan,2025,.\data\synthetic\train\white\298074171dd342d0ab68c9cc47911ccb.npy
f1a173eb534d4c9c84b5bbd96e60603a,test,1,4.0,4.000000000000681,2048,4096,2.0,40.0,180.0,2.5725770507965344,1overf,0.5,nan,2025,.\data\synthetic\test\colored_1overf_alpha0.5\f1a173eb534d4c9c84b5bbd96e60603a.npy
4cdd42764a0449f8b3d1058c3d4b52e9,train,1,8.0,8.00000000000004,1024,1024,1.0,40.0,80.0,4.057706913825316,1overf,1.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.5\4cdd42764a0449f8b3d1058c3d4b52e9.npy
e6f745454b114bbd965d14a9614bf763,train,1,2.0,2.000000000000983,2048,4096,2.0,30.0,120.0,0.04821120089573983,white,nan,nan,2025,.\data\synthetic\train\white\e6f745454b114bbd965d14a9614bf763.npy
5cb057eb121b4a479c1cc6dae6d81a29,val,1,3.0,3.0000000000005165,2048,4096,2.0,20.0,80.0,1.3679062376088897,1overf,0.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha0.5\5cb057eb121b4a479c1cc6dae6d81a29.npy
ec7b1a20532e4649a46494c5f1c43f9d,train,1,10.0,10.00000000000175,1024,2048,2.0,20.0,120.0,3.076714202181163,1overf,0.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha0.5\ec7b1a20532e4649a46494c5f1c43f9d.npy
1af38d04be454138884368089e37e293,train,1,3.0,3.000000000001377,1024,1024,1.0,40.0,120.0,4.879724694984984,white,nan,nan,2025,.\data\synthetic\train\white\1af38d04be454138884368089e37e293.npy
63d229575390489e85562d3d784aa398,test,1,3.0,3.000000000000135,2048,2048,1.0,30.0,120.0,3.8872642250102496,1overf,1.0,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.0\63d229575390489e85562d3d784aa398.npy
d66ba32a790f4e20b58d6c24565807d3,train,1,8.0,8.000000000000336,1024,1024,1.0,30.0,180.0,4.095647110736258,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\d66ba32a790f4e20b58d6c24565807d3.npy
94b1ae9e99b24aa797528910ff3564a5,train,1,2.0,2.0000000000000036,2048,2048,1.0,30.0,120.0,5.047002731322389,1overf,1.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.5\94b1ae9e99b24aa797528910ff3564a5.npy
a9e4beda54ab4f848941874cf293f6fb,train,1,2.0,2.0000000000000715,1024,2048,2.0,40.0,120.0,3.030262146326351,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\a9e4beda54ab4f848941874cf293f6fb.npy
cfa5883f41414cc5b221d59772bab3e2,test,1,6.0,6.000000000000236,2048,2048,1.0,20.0,80.0,0.25770703530068956,1overf,1.0,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.0\cfa5883f41414cc5b221d59772bab3e2.npy
ab51eb0ca15b4f23a707c87b4f5d473e,train,1,3.0,3.000000000000505,1024,1024,1.0,20.0,80.0,1.2984707634175232,1overf,0.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha0.5\ab51eb0ca15b4f23a707c87b4f5d473e.npy
45a62f0ca0a74ddca1c9898b0a89000b,test,1,2.0,2.0000000000000044,2048,2048,1.0,20.0,120.0,0.041998443420202716,1overf,1.5,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.5\45a62f0ca0a74ddca1c9898b0a89000b.npy
229cbaa2c3b842978d513841d08b8567,test,1,3.0,3.0000000000001097,1024,1024,1.0,30.0,180.0,6.2338250106022315,1overf,1.0,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.0\229cbaa2c3b842978d513841d08b8567.npy
b156c522e63e4b1b953c265b60c05103,train,1,4.0,4.000000000000674,2048,4096,2.0,20.0,120.0,1.6256736058779973,1overf,0.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha0.5\b156c522e63e4b1b953c265b60c05103.npy
04e9168b2d8c4668a7b690fe536287ce,train,1,5.0,5.000000000002523,2048,4096,2.0,30.0,80.0,3.377061757006757,white,nan,nan,2025,.\data\synthetic\train\white\04e9168b2d8c4668a7b690fe536287ce.npy
c9812651f77a46639a3680e305d9ca9f,train,1,4.0,4.00000000000068,2048,2048,1.0,30.0,180.0,2.838195816087053,1overf,0.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha0.5\c9812651f77a46639a3680e305d9ca9f.npy
7cb5508e83534b4d88e35a6c2ba9366f,train,1,5.0,5.000000000000182,2048,2048,1.0,20.0,180.0,2.6939322288368417,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\7cb5508e83534b4d88e35a6c2ba9366f.npy
5971cecd4836421093073fe98523be89,train,1,8.0,8.000000000000375,1024,1024,1.0,40.0,80.0,0.5540140315248779,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\5971cecd4836421093073fe98523be89.npy
a5f70799f6db4b939ad845fef4bb5b62,val,1,6.0,6.000000000000043,1024,1024,1.0,40.0,80.0,1.554392313350812,1overf,1.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha1.5\a5f70799f6db4b939ad845fef4bb5b62.npy
7baaa75763c34806bcfbf80f311399af,val,1,6.0,6.00000000000278,2048,2048,1.0,40.0,80.0,4.040260630798268,white,nan,nan,2025,.\data\synthetic\val\white\7baaa75763c34806bcfbf80f311399af.npy
d7ef860d681d44cfb7f78d21bc25b1e5,train,1,6.0,6.000000000002957,1024,2048,2.0,40.0,80.0,5.921786385387451,white,nan,nan,2025,.\data\synthetic\train\white\d7ef860d681d44cfb7f78d21bc25b1e5.npy
b11f85b8adc9480e9d317946cccd4259,val,1,5.0,5.000000000000164,2048,2048,1.0,20.0,120.0,1.7988261961830094,1overf,1.0,nan,2025,.\data\synthetic\val\colored_1overf_alpha1.0\b11f85b8adc9480e9d317946cccd4259.npy
735f751a06f342fc931cb71011f6246e,test,1,3.0,3.0000000000001146,2048,4096,2.0,40.0,80.0,1.1092454774170337,1overf,1.0,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.0\735f751a06f342fc931cb71011f6246e.npy
87819496c8434eeda69d3b81c07b889b,train,1,3.0,3.000000000001571,1024,2048,2.0,20.0,80.0,2.7282143009315347,white,nan,nan,2025,.\data\synthetic\train\white\87819496c8434eeda69d3b81c07b889b.npy
2350c5c69dfb45e68b3027d4a30ea4c8,test,1,3.0,3.0000000000004947,1024,1024,1.0,30.0,180.0,3.600654625202885,1overf,0.5,nan,2025,.\data\synthetic\test\colored_1overf_alpha0.5\2350c5c69dfb45e68b3027d4a30ea4c8.npy
851e9994cc114ca48e30ff854c7d5aeb,train,1,6.0,6.000000000002922,1024,2048,2.0,40.0,80.0,3.6747243930611764,white,nan,nan,2025,.\data\synthetic\train\white\851e9994cc114ca48e30ff854c7d5aeb.npy
37fe992a66b0492a9c3528f85319c62f,train,1,8.0,8.000000000000236,1024,2048,2.0,40.0,180.0,6.070647741036543,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\37fe992a66b0492a9c3528f85319c62f.npy
b2f0ec79cb8247889a699f0298e14fa4,val,1,4.0,4.000000000000006,2048,4096,2.0,20.0,180.0,5.289354944617556,1overf,1.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha1.5\b2f0ec79cb8247889a699f0298e14fa4.npy
c9b8d2815bef409ca6547e931eadb832,train,1,8.0,8.000000000004299,2048,2048,1.0,20.0,80.0,1.257275703408402,white,nan,nan,2025,.\data\synthetic\train\white\c9b8d2815bef409ca6547e931eadb832.npy
ab5b9a450ad24db99ebf1aacd696bfef,test,1,10.0,10.000000000005073,2048,2048,1.0,30.0,80.0,1.871298081616531,white,nan,nan,2025,.\data\synthetic\test\white\ab5b9a450ad24db99ebf1aacd696bfef.npy
30923ecbcb814a72b65351fb0691ddae,train,1,6.0,6.000000000000179,2048,4096,2.0,20.0,80.0,4.978312933384931,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\30923ecbcb814a72b65351fb0691ddae.npy
0f699b4efdea40cfbe99729a4217e442,train,1,4.0,4.00000000000017,1024,2048,2.0,20.0,80.0,4.886842159670458,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\0f699b4efdea40cfbe99729a4217e442.npy
ed522d3a12c74f2f8ab8ac4a3372a930,val,1,3.0,3.000000000000014,1024,1024,1.0,40.0,80.0,5.650003739457744,1overf,1.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha1.5\ed522d3a12c74f2f8ab8ac4a3372a930.npy
e6215f2206b743d3b6648330bddc4e98,val,1,3.0,3.000000000000011,2048,2048,1.0,40.0,180.0,1.2418254269853648,1overf,1.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha1.5\e6215f2206b743d3b6648330bddc4e98.npy
4bd0430516f1480aa09a611e4b6cdfb8,test,1,2.0,2.000000000000997,2048,2048,1.0,30.0,80.0,5.321738483820724,white,nan,nan,2025,.\data\synthetic\test\white\4bd0430516f1480aa09a611e4b6cdfb8.npy
5c365be4d29e4a1589a7962ea1f99a10,val,1,8.0,8.000000000004158,1024,1024,1.0,40.0,80.0,4.989561617011507,white,nan,nan,2025,.\data\synthetic\val\white\5c365be4d29e4a1589a7962ea1f99a10.npy
528c818942e1452db4517f40a1c0b317,train,1,2.0,2.0000000000000666,1024,2048,2.0,40.0,80.0,4.319654407690783,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\528c818942e1452db4517f40a1c0b317.npy
48d5c87098054739abdbcac9888b3178,train,1,6.0,6.000000000003046,1024,2048,2.0,40.0,80.0,5.64930161120635,white,nan,nan,2025,.\data\synthetic\train\white\48d5c87098054739abdbcac9888b3178.npy
a9b9dede11934ac1bcda81505c0d9497,test,1,4.0,4.000000000000684,2048,4096,2.0,30.0,80.0,4.04327433347713,1overf,0.5,nan,2025,.\data\synthetic\test\colored_1overf_alpha0.5\a9b9dede11934ac1bcda81505c0d9497.npy
1fc0ec1ead244fa78d5a698af305a8cf,train,1,6.0,6.000000000003239,1024,1024,1.0,20.0,80.0,1.7359068571891838,white,nan,nan,2025,.\data\synthetic\train\white\1fc0ec1ead244fa78d5a698af305a8cf.npy
6b1b7c3160b64b0bb2502658d0a6c308,train,1,10.0,10.000000000001707,2048,2048,1.0,30.0,80.0,2.781246128911549,1overf,0.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha0.5\6b1b7c3160b64b0bb2502658d0a6c308.npy
987f9186c54e40fbb87c8615fefb4202,val,1,8.0,8.000000000003835,2048,4096,2.0,40.0,80.0,0.8152423600102332,white,nan,nan,2025,.\data\synthetic\val\white\987f9186c54e40fbb87c8615fefb4202.npy
d7cf8c54919b433382549e284dbd2461,train,1,10.0,10.000000000005084,1024,2048,2.0,40.0,180.0,2.5753476709186724,white,nan,nan,2025,.\data\synthetic\train\white\d7cf8c54919b433382549e284dbd2461.npy
184b0ebbbd7241f08683cf708d9932a5,test,1,10.0,10.000000000000018,1024,2048,2.0,20.0,120.0,5.072517318283488,1overf,1.5,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.5\184b0ebbbd7241f08683cf708d9932a5.npy
5224375564614324b873c7d5a63dab3b,val,1,2.0,2.0000000000000036,2048,4096,2.0,30.0,180.0,1.4445211783114085,1overf,1.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha1.5\5224375564614324b873c7d5a63dab3b.npy
099218246bd545daad51c48748bbecc0,train,1,10.0,10.000000000004677,1024,1024,1.0,30.0,80.0,2.3414676120943136,white,nan,nan,2025,.\data\synthetic\train\white\099218246bd545daad51c48748bbecc0.npy
4dd04a734e874b46a727577a84589e65,train,1,3.0,3.0000000000000093,1024,2048,2.0,30.0,80.0,2.6300859838188226,1overf,1.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.5\4dd04a734e874b46a727577a84589e65.npy
da93918c4eb74bc28795bd0bb93bbc9f,val,1,4.0,4.000000000002003,1024,1024,1.0,30.0,80.0,3.6468238942881426,white,nan,nan,2025,.\data\synthetic\val\white\da93918c4eb74bc28795bd0bb93bbc9f.npy
379eb267f5de47d1be85b06c2d74e73c,train,1,10.0,10.000000000005116,1024,2048,2.0,40.0,180.0,2.401911809200405,white,nan,nan,2025,.\data\synthetic\train\white\379eb267f5de47d1be85b06c2d74e73c.npy
2d68f914f98f4414ba109b6d1957d088,val,1,10.0,10.000000000005041,2048,4096,2.0,30.0,80.0,4.495354269218969,white,nan,nan,2025,.\data\synthetic\val\white\2d68f914f98f4414ba109b6d1957d088.npy
b5c79dbb121d47ed82ac6247d022ae41,val,1,6.0,6.000000000000023,2048,2048,1.0,40.0,80.0,0.4022324261733405,1overf,1.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha1.5\b5c79dbb121d47ed82ac6247d022ae41.npy
38445d4155ec4819a16b925341faa362,val,1,3.0,3.000000000001464,2048,4096,2.0,20.0,180.0,1.1710503463423076,white,nan,nan,2025,.\data\synthetic\val\white\38445d4155ec4819a16b925341faa362.npy
0feb1da1047c4b01a3dcc4599e7e402e,test,1,3.0,3.0000000000001346,1024,2048,2.0,40.0,120.0,2.2278011223868135,1overf,1.0,nan,2025,.\data\synthetic\test\colored_1overf_alpha1.0\0feb1da1047c4b01a3dcc4599e7e402e.npy
9028b10d66fd49adaa344572a593a456,val,1,8.0,8.000000000000032,1024,1024,1.0,30.0,80.0,4.821275103112872,1overf,1.5,nan,2025,.\data\synthetic\val\colored_1overf_alpha1.5\9028b10d66fd49adaa344572a593a456.npy
1680f2fecab74d1091238fd7e23c2dcb,train,1,8.0,8.00000000000002,2048,4096,2.0,20.0,80.0,5.758782682835713,1overf,1.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.5\1680f2fecab74d1091238fd7e23c2dcb.npy
c361dab1985a4f4c89437c0538fb1b28,train,1,10.0,10.000000000004965,2048,4096,2.0,40.0,180.0,4.726588652126694,white,nan,nan,2025,.\data\synthetic\train\white\c361dab1985a4f4c89437c0538fb1b28.npy
8344bd26ad6949a68b8886b61d9a9884,train,1,6.0,6.000000000000021,1024,2048,2.0,30.0,120.0,4.724210554094856,1overf,1.5,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.5\8344bd26ad6949a68b8886b61d9a9884.npy
b15b159a6b244c9dab472555f03cc993,train,1,3.0,3.0000000000001026,2048,2048,1.0,20.0,80.0,5.327397969771755,1overf,1.0,nan,2025,.\data\synthetic\train\colored_1overf_alpha1.0\b15b159a6b244c9dab472555f03cc993.npy
fd3bb44b60db48da8fdf86ed28e9cbd6,val,1,5.0,5.000000000000171,2048,4096,2.0,20.0,180.0,2.2691338477567644,1overf,1.0,nan,2025,.\data\synthetic\val\colored_1overf_alpha1.0\fd3bb44b60db48da8fdf86ed28e9cbd6.npy
65f7e8eb4a3347b5b63d0f72a1b78dcf,train,1,8.0,8.000000000003842,1024,1024,1.0,20.0,120.0,6.221002781380256,white,nan,nan,2025,.\data\synthetic\train\white\65f7e8eb4a3347b5b63d0f72a1b78dcf.npy
