id,split,label,snr_target,noise_type,tau_star,m_star,n_H0,n_H1,max_persistence_H1,runtime_ms,backend,max_points_used,pd_path
7fd301b314bc4f958e474cf854be7295,train,1,8.0,white,8,6,3000,1469,1.819293588399887,19785,ripser,3000,.\data\pd\7fd301b314bc4f958e474cf854be7295_pd.npz
0edac021442b40548783001c7bd76d38,train,1,8.0,white,6,6,3000,1401,0.4051150679588318,4516,ripser,3000,.\data\pd\0edac021442b40548783001c7bd76d38_pd.npz
3026b714a5dc4cd5be6a3a6e4d3b8b3c,val,1,2.0,1overf,3,7,1006,850,0.5614608526229858,565,ripser,1006,.\data\pd\3026b714a5dc4cd5be6a3a6e4d3b8b3c_pd.npz
35d36e116b8e46f3997ed9514bf9500f,val,1,8.0,1overf,6,7,2012,834,0.583794355392456,2512,ripser,2012,.\data\pd\35d36e116b8e46f3997ed9514bf9500f_pd.npz
64e2249a2b98411ab793110873e69a53,train,1,10.0,1overf,6,6,994,422,2.060002028942108,1335,ripser,994,.\data\pd\64e2249a2b98411ab793110873e69a53_pd.npz
6b22ad64e99a4cf4823db5b1c7382a56,train,1,3.0,1overf,11,8,1971,1506,1.490100920200348,5329,ripser,1971,.\data\pd\6b22ad64e99a4cf4823db5b1c7382a56_pd.npz
fea02791e88541e3b4cb3f7cda7b646c,train,1,3.0,1overf,11,8,3000,2404,1.425365388393402,9761,ripser,3000,.\data\pd\fea02791e88541e3b4cb3f7cda7b646c_pd.npz
ef04e18bf4c54916a0c9be661c3218b5,train,1,4.0,1overf,8,7,2000,1265,1.6318204402923584,5746,ripser,2000,.\data\pd\ef04e18bf4c54916a0c9be661c3218b5_pd.npz
9b1ec993fc274871a5718091d2162580,train,1,8.0,1overf,6,6,3000,1241,0.495635986328125,4060,ripser,3000,.\data\pd\9b1ec993fc274871a5718091d2162580_pd.npz
f3e9d0b41e6f4303aa0290fe9a549341,train,1,6.0,1overf,3,6,2033,955,0.5000272989273071,2583,ripser,2033,.\data\pd\f3e9d0b41e6f4303aa0290fe9a549341_pd.npz
bb0c4a8ac3344c14b51adfb8fac0f190,test,1,10.0,1overf,4,6,2028,670,1.8984654247760773,6538,ripser,2028,.\data\pd\bb0c4a8ac3344c14b51adfb8fac0f190_pd.npz
72864eb718e64bd4b11b12aae9e36438,train,1,2.0,white,5,7,2018,1891,0.7013218402862549,3636,ripser,2018,.\data\pd\72864eb718e64bd4b11b12aae9e36438_pd.npz
60f2e3eb006a4613812f3f192d4e5774,train,1,4.0,1overf,6,7,2012,1425,1.6138595938682556,6527,ripser,2012,.\data\pd\60f2e3eb006a4613812f3f192d4e5774_pd.npz
a0aef7db817140cd9da3a14d0b17d333,train,1,2.0,white,7,8,3000,3114,0.7484683990478516,7219,ripser,3000,.\data\pd\a0aef7db817140cd9da3a14d0b17d333_pd.npz
23284c321cb5423b9ef9a53f4f2d52d1,val,1,2.0,1overf,6,7,988,727,1.7475429773330688,1186,ripser,988,.\data\pd\23284c321cb5423b9ef9a53f4f2d52d1_pd.npz
26d39ba181424ab28c0e7efe88ccc146,val,1,6.0,white,6,7,2012,970,0.5559608936309814,2764,ripser,2012,.\data\pd\26d39ba181424ab28c0e7efe88ccc146_pd.npz
ad3d8eb9307149aa8602baa80d330bd1,train,1,8.0,1overf,6,6,2018,824,2.1537007987499237,10513,ripser,2018,.\data\pd\ad3d8eb9307149aa8602baa80d330bd1_pd.npz
2c3c3ce4343f4415a0eca9cb138a0c19,train,1,5.0,1overf,3,6,2033,1119,0.4756777286529541,2829,ripser,2033,.\data\pd\2c3c3ce4343f4415a0eca9cb138a0c19_pd.npz
b74f4d520bf740179e02041f981fa793,test,1,6.0,1overf,6,6,994,358,1.9454353749752045,897,ripser,994,.\data\pd\b74f4d520bf740179e02041f981fa793_pd.npz
e75a110db22b4d9687b5ce94216adcd5,test,1,3.0,white,5,7,3000,2447,1.218956172466278,8780,ripser,3000,.\data\pd\e75a110db22b4d9687b5ce94216adcd5_pd.npz
e7a03b2257c34d0eb814fa63fbb2e1af,train,1,4.0,1overf,12,7,3000,2056,1.697098970413208,12818,ripser,3000,.\data\pd\e7a03b2257c34d0eb814fa63fbb2e1af_pd.npz
94464a51678e4bdfa247bea689df1d55,train,1,4.0,1overf,3,7,2030,1098,0.8028186559677124,2542,ripser,2030,.\data\pd\94464a51678e4bdfa247bea689df1d55_pd.npz
afad5edbfb1b453c98bfb6c4b8017f79,test,1,3.0,1overf,4,7,2024,1454,1.4245036244392395,4881,ripser,2024,.\data\pd\afad5edbfb1b453c98bfb6c4b8017f79_pd.npz
b0f00e658d1b491ba5fcd53b4447034c,train,1,6.0,1overf,12,7,3000,1541,2.1739294826984406,17733,ripser,3000,.\data\pd\b0f00e658d1b491ba5fcd53b4447034c_pd.npz
3e8a6c5592a44b23a64cf647ba5a4cf6,train,1,10.0,white,12,7,3000,1367,2.210139513015747,51982,ripser,3000,.\data\pd\3e8a6c5592a44b23a64cf647ba5a4cf6_pd.npz
1540c7a3d2504d688c2a2ca6ed6cfd2e,test,1,3.0,1overf,6,8,2006,1426,0.723480224609375,2712,ripser,2006,.\data\pd\1540c7a3d2504d688c2a2ca6ed6cfd2e_pd.npz
2be16da211bf4f298cd9a82f0d6eef05,val,1,2.0,1overf,5,8,989,866,0.870499849319458,722,ripser,989,.\data\pd\2be16da211bf4f298cd9a82f0d6eef05_pd.npz
9c5c051e28b34a6a81e3a8c4ae7a7b94,train,1,8.0,white,13,7,3000,1417,0.46822038292884827,4077,ripser,3000,.\data\pd\9c5c051e28b34a6a81e3a8c4ae7a7b94_pd.npz
113ed4ea70f0408cb2c339877f268ebb,test,1,10.0,1overf,6,6,3000,1202,0.48515892028808594,4039,ripser,3000,.\data\pd\113ed4ea70f0408cb2c339877f268ebb_pd.npz
c5cdc93796474db7a510c166b7e1f152,test,1,8.0,1overf,13,6,3000,1389,0.509286642074585,3707,ripser,3000,.\data\pd\c5cdc93796474db7a510c166b7e1f152_pd.npz
129be87af5d64d389964ccb5989c98e9,train,1,4.0,1overf,3,6,1009,528,0.5881059169769287,498,ripser,1009,.\data\pd\129be87af5d64d389964ccb5989c98e9_pd.npz
66958d87948e44f7bb683a78e60a447e,train,1,5.0,1overf,12,6,1988,1116,2.1163768470287323,10457,ripser,1988,.\data\pd\66958d87948e44f7bb683a78e60a447e_pd.npz
298074171dd342d0ab68c9cc47911ccb,train,1,2.0,white,4,8,2020,1945,0.8486095666885376,4199,ripser,2020,.\data\pd\298074171dd342d0ab68c9cc47911ccb_pd.npz
f1a173eb534d4c9c84b5bbd96e60603a,test,1,4.0,1overf,6,7,3000,2062,0.5628218650817871,4650,ripser,3000,.\data\pd\f1a173eb534d4c9c84b5bbd96e60603a_pd.npz
4cdd42764a0449f8b3d1058c3d4b52e9,train,1,8.0,1overf,6,7,988,325,2.221765398979187,1222,ripser,988,.\data\pd\4cdd42764a0449f8b3d1058c3d4b52e9_pd.npz
e6f745454b114bbd965d14a9614bf763,train,1,2.0,white,8,8,3000,3188,0.7416232228279114,7750,ripser,3000,.\data\pd\e6f745454b114bbd965d14a9614bf763_pd.npz
5cb057eb121b4a479c1cc6dae6d81a29,val,1,3.0,1overf,11,8,3000,2395,1.3470386266708374,10065,ripser,3000,.\data\pd\5cb057eb121b4a479c1cc6dae6d81a29_pd.npz
ec7b1a20532e4649a46494c5f1c43f9d,train,1,10.0,1overf,4,7,2024,747,2.095401793718338,6648,ripser,2024,.\data\pd\ec7b1a20532e4649a46494c5f1c43f9d_pd.npz
1af38d04be454138884368089e37e293,train,1,3.0,white,4,6,1004,594,0.8774606585502625,707,ripser,1004,.\data\pd\1af38d04be454138884368089e37e293_pd.npz
63d229575390489e85562d3d784aa398,test,1,3.0,1overf,8,7,2000,1371,1.3955472111701965,6083,ripser,2000,.\data\pd\63d229575390489e85562d3d784aa398_pd.npz
d66ba32a790f4e20b58d6c24565807d3,train,1,8.0,1overf,3,6,1009,363,0.6782845258712769,458,ripser,1009,.\data\pd\d66ba32a790f4e20b58d6c24565807d3_pd.npz
94b1ae9e99b24aa797528910ff3564a5,train,1,2.0,1overf,7,6,2013,1195,1.696843296289444,8381,ripser,2013,.\data\pd\94b1ae9e99b24aa797528910ff3564a5_pd.npz
a9e4beda54ab4f848941874cf293f6fb,train,1,2.0,1overf,4,8,2020,1723,1.132425844669342,4554,ripser,2020,.\data\pd\a9e4beda54ab4f848941874cf293f6fb_pd.npz
cfa5883f41414cc5b221d59772bab3e2,test,1,6.0,1overf,12,6,1988,1017,1.7520994246006012,6984,ripser,1988,.\data\pd\cfa5883f41414cc5b221d59772bab3e2_pd.npz
ab51eb0ca15b4f23a707c87b4f5d473e,train,1,3.0,1overf,5,7,994,630,1.3371062278747559,941,ripser,994,.\data\pd\ab51eb0ca15b4f23a707c87b4f5d473e_pd.npz
45a62f0ca0a74ddca1c9898b0a89000b,test,1,2.0,1overf,8,7,2000,1306,1.8603536486625671,9551,ripser,2000,.\data\pd\45a62f0ca0a74ddca1c9898b0a89000b_pd.npz
229cbaa2c3b842978d513841d08b8567,test,1,3.0,1overf,3,7,1006,523,0.9018672108650208,437,ripser,1006,.\data\pd\229cbaa2c3b842978d513841d08b8567_pd.npz
b156c522e63e4b1b953c265b60c05103,train,1,4.0,1overf,8,7,3000,1965,1.5521141290664673,10691,ripser,3000,.\data\pd\b156c522e63e4b1b953c265b60c05103_pd.npz
04e9168b2d8c4668a7b690fe536287ce,train,1,5.0,white,12,7,3000,1909,1.7758265137672424,13382,ripser,3000,.\data\pd\04e9168b2d8c4668a7b690fe536287ce_pd.npz
c9812651f77a46639a3680e305d9ca9f,train,1,4.0,1overf,5,7,2018,1302,1.6741673350334167,8579,ripser,2018,.\data\pd\c9812651f77a46639a3680e305d9ca9f_pd.npz
7cb5508e83534b4d88e35a6c2ba9366f,train,1,5.0,1overf,6,6,2018,1011,0.596513032913208,2489,ripser,2018,.\data\pd\7cb5508e83534b4d88e35a6c2ba9366f_pd.npz
5971cecd4836421093073fe98523be89,train,1,8.0,1overf,6,6,994,387,1.9996008574962616,1233,ripser,994,.\data\pd\5971cecd4836421093073fe98523be89_pd.npz
a5f70799f6db4b939ad845fef4bb5b62,val,1,6.0,1overf,6,6,994,453,1.9872942566871643,1208,ripser,994,.\data\pd\a5f70799f6db4b939ad845fef4bb5b62_pd.npz
7baaa75763c34806bcfbf80f311399af,val,1,6.0,white,12,8,1964,1046,2.1548858284950256,9201,ripser,1964,.\data\pd\7baaa75763c34806bcfbf80f311399af_pd.npz
d7ef860d681d44cfb7f78d21bc25b1e5,train,1,6.0,white,6,7,2012,1060,1.7556456923484802,6639,ripser,2012,.\data\pd\d7ef860d681d44cfb7f78d21bc25b1e5_pd.npz
b11f85b8adc9480e9d317946cccd4259,val,1,5.0,1overf,8,7,2000,1064,1.850167453289032,6993,ripser,2000,.\data\pd\b11f85b8adc9480e9d317946cccd4259_pd.npz
735f751a06f342fc931cb71011f6246e,test,1,3.0,1overf,10,8,3000,2565,1.9114181995391846,24907,ripser,3000,.\data\pd\735f751a06f342fc931cb71011f6246e_pd.npz
87819496c8434eeda69d3b81c07b889b,train,1,3.0,white,6,7,2012,1529,1.1733388900756836,4751,ripser,2012,.\data\pd\87819496c8434eeda69d3b81c07b889b_pd.npz
2350c5c69dfb45e68b3027d4a30ea4c8,test,1,3.0,1overf,3,6,1009,621,0.5761674642562866,599,ripser,1009,.\data\pd\2350c5c69dfb45e68b3027d4a30ea4c8_pd.npz
851e9994cc114ca48e30ff854c7d5aeb,train,1,6.0,white,6,7,2012,1124,1.6932093501091003,5902,ripser,2012,.\data\pd\851e9994cc114ca48e30ff854c7d5aeb_pd.npz
37fe992a66b0492a9c3528f85319c62f,train,1,8.0,1overf,3,6,2033,751,0.4579641819000244,2520,ripser,2033,.\data\pd\37fe992a66b0492a9c3528f85319c62f_pd.npz
b2f0ec79cb8247889a699f0298e14fa4,val,1,4.0,1overf,6,6,3000,1352,0.964844822883606,4780,ripser,3000,.\data\pd\b2f0ec79cb8247889a699f0298e14fa4_pd.npz
c9b8d2815bef409ca6547e931eadb832,train,1,8.0,white,13,6,1983,871,0.4625403881072998,2517,ripser,1983,.\data\pd\c9b8d2815bef409ca6547e931eadb832_pd.npz
ab5b9a450ad24db99ebf1aacd696bfef,test,1,10.0,white,13,6,1983,897,0.3801875412464142,2503,ripser,1983,.\data\pd\ab5b9a450ad24db99ebf1aacd696bfef_pd.npz
30923ecbcb814a72b65351fb0691ddae,train,1,6.0,1overf,12,7,3000,1546,2.079949676990509,23797,ripser,3000,.\data\pd\30923ecbcb814a72b65351fb0691ddae_pd.npz
0f699b4efdea40cfbe99729a4217e442,train,1,4.0,1overf,6,7,2012,1235,1.8106669783592224,7071,ripser,2012,.\data\pd\0f699b4efdea40cfbe99729a4217e442_pd.npz
ed522d3a12c74f2f8ab8ac4a3372a930,val,1,3.0,1overf,5,7,994,738,2.3333290815353394,3344,ripser,994,.\data\pd\ed522d3a12c74f2f8ab8ac4a3372a930_pd.npz
e6215f2206b743d3b6648330bddc4e98,val,1,3.0,1overf,5,7,2018,1244,1.8970688581466675,10386,ripser,2018,.\data\pd\e6215f2206b743d3b6648330bddc4e98_pd.npz
4bd0430516f1480aa09a611e4b6cdfb8,test,1,2.0,white,9,8,1985,2037,0.7891042232513428,4056,ripser,1985,.\data\pd\4bd0430516f1480aa09a611e4b6cdfb8_pd.npz
5c365be4d29e4a1589a7962ea1f99a10,val,1,8.0,white,6,6,994,336,1.884495198726654,1273,ripser,994,.\data\pd\5c365be4d29e4a1589a7962ea1f99a10_pd.npz
528c818942e1452db4517f40a1c0b317,train,1,2.0,1overf,5,8,2013,1749,1.4627591967582703,5644,ripser,2013,.\data\pd\528c818942e1452db4517f40a1c0b317_pd.npz
48d5c87098054739abdbcac9888b3178,train,1,6.0,white,6,7,2012,1054,1.8842206597328186,6308,ripser,2012,.\data\pd\48d5c87098054739abdbcac9888b3178_pd.npz
a9b9dede11934ac1bcda81505c0d9497,test,1,4.0,1overf,12,7,3000,2074,1.471514105796814,10905,ripser,3000,.\data\pd\a9b9dede11934ac1bcda81505c0d9497_pd.npz
1fc0ec1ead244fa78d5a698af305a8cf,train,1,6.0,white,6,7,988,410,1.9165021777153015,1247,ripser,988,.\data\pd\1fc0ec1ead244fa78d5a698af305a8cf_pd.npz
6b1b7c3160b64b0bb2502658d0a6c308,train,1,10.0,1overf,12,6,1988,836,1.9417524635791779,8645,ripser,1988,.\data\pd\6b1b7c3160b64b0bb2502658d0a6c308_pd.npz
987f9186c54e40fbb87c8615fefb4202,val,1,8.0,white,12,7,3000,1563,2.064417779445648,39566,ripser,3000,.\data\pd\987f9186c54e40fbb87c8615fefb4202_pd.npz
d7cf8c54919b433382549e284dbd2461,train,1,10.0,white,3,6,2033,786,0.6153304278850555,2983,ripser,2033,.\data\pd\d7cf8c54919b433382549e284dbd2461_pd.npz
184b0ebbbd7241f08683cf708d9932a5,test,1,10.0,1overf,4,5,2032,713,1.6318970322608948,5399,ripser,2032,.\data\pd\184b0ebbbd7241f08683cf708d9932a5_pd.npz
5224375564614324b873c7d5a63dab3b,val,1,2.0,1overf,6,7,3000,1900,0.7478763461112976,6010,ripser,3000,.\data\pd\5224375564614324b873c7d5a63dab3b_pd.npz
099218246bd545daad51c48748bbecc0,train,1,10.0,white,6,6,994,355,1.869973063468933,994,ripser,994,.\data\pd\099218246bd545daad51c48748bbecc0_pd.npz
4dd04a734e874b46a727577a84589e65,train,1,3.0,1overf,6,7,2012,1204,2.0308722257614136,11754,ripser,2012,.\data\pd\4dd04a734e874b46a727577a84589e65_pd.npz
da93918c4eb74bc28795bd0bb93bbc9f,val,1,4.0,white,6,7,988,546,1.5742246508598328,995,ripser,988,.\data\pd\da93918c4eb74bc28795bd0bb93bbc9f_pd.npz
379eb267f5de47d1be85b06c2d74e73c,train,1,10.0,white,3,6,2033,797,0.44763076305389404,2846,ripser,2033,.\data\pd\379eb267f5de47d1be85b06c2d74e73c_pd.npz
2d68f914f98f4414ba109b6d1957d088,val,1,10.0,white,12,6,3000,1368,1.8719799518585205,25778,ripser,3000,.\data\pd\2d68f914f98f4414ba109b6d1957d088_pd.npz
b5c79dbb121d47ed82ac6247d022ae41,val,1,6.0,1overf,11,6,1993,1223,2.4541606307029724,41066,ripser,1993,.\data\pd\b5c79dbb121d47ed82ac6247d022ae41_pd.npz
38445d4155ec4819a16b925341faa362,val,1,3.0,white,6,7,3000,2382,0.6283779740333557,5116,ripser,3000,.\data\pd\38445d4155ec4819a16b925341faa362_pd.npz
0feb1da1047c4b01a3dcc4599e7e402e,test,1,3.0,1overf,4,7,2024,1398,1.4125106930732727,5506,ripser,2024,.\data\pd\0feb1da1047c4b01a3dcc4599e7e402e_pd.npz
9028b10d66fd49adaa344572a593a456,val,1,8.0,1overf,6,6,994,401,1.9132526814937592,1124,ripser,994,.\data\pd\9028b10d66fd49adaa344572a593a456_pd.npz
1680f2fecab74d1091238fd7e23c2dcb,train,1,8.0,1overf,12,6,3000,1441,2.067495584487915,36676,ripser,3000,.\data\pd\1680f2fecab74d1091238fd7e23c2dcb_pd.npz
c361dab1985a4f4c89437c0538fb1b28,train,1,10.0,white,6,7,3000,1227,0.5664739906787872,4000,ripser,3000,.\data\pd\c361dab1985a4f4c89437c0538fb1b28_pd.npz
8344bd26ad6949a68b8886b61d9a9884,train,1,6.0,1overf,4,6,2028,812,1.877066195011139,7362,ripser,2028,.\data\pd\8344bd26ad6949a68b8886b61d9a9884_pd.npz
b15b159a6b244c9dab472555f03cc993,train,1,3.0,1overf,12,7,1976,1201,1.5764309763908386,5455,ripser,1976,.\data\pd\b15b159a6b244c9dab472555f03cc993_pd.npz
fd3bb44b60db48da8fdf86ed28e9cbd6,val,1,5.0,1overf,6,7,3000,1593,0.6152902245521545,4524,ripser,3000,.\data\pd\fd3bb44b60db48da8fdf86ed28e9cbd6_pd.npz
65f7e8eb4a3347b5b63d0f72a1b78dcf,train,1,8.0,white,4,7,1000,369,2.0034492015838623,1039,ripser,1000,.\data\pd\65f7e8eb4a3347b5b63d0f72a1b78dcf_pd.npz
e24ef56ee8de4bb48c33e4398ab0a79f,train,1,6.0,white,8,7,3000,1625,1.8866204023361206,11917,ripser,3000,.\data\pd\e24ef56ee8de4bb48c33e4398ab0a79f_pd.npz
45b9fc2c5ac344238aaeb6c6025a9a92,train,1,2.0,1overf,5,8,3000,2989,0.9237446188926697,8017,ripser,3000,.\data\pd\45b9fc2c5ac344238aaeb6c6025a9a92_pd.npz
a119da18ee2a4bccb4743fd0e4763c9d,val,1,3.0,white,4,7,1000,635,1.2681728601455688,782,ripser,1000,.\data\pd\a119da18ee2a4bccb4743fd0e4763c9d_pd.npz
b12b32280a6f4a0e84bdde33f93c0189,test,1,5.0,white,6,7,3000,1806,0.6092508435249329,5537,ripser,3000,.\data\pd\b12b32280a6f4a0e84bdde33f93c0189_pd.npz
3ec48abb916449b6948de53249fd524c,train,1,10.0,white,4,5,1008,360,1.5671983361244202,973,ripser,1008,.\data\pd\3ec48abb916449b6948de53249fd524c_pd.npz
29bf6a9daa0b4ab28ec3340633b408c2,train,1,10.0,1overf,3,5,1012,363,0.46941450238227844,467,ripser,1012,.\data\pd\29bf6a9daa0b4ab28ec3340633b408c2_pd.npz
0e7d7fc1c02b4f738524b8b4703dc384,train,1,4.0,1overf,4,7,1000,525,1.5979366302490234,935,ripser,1000,.\data\pd\0e7d7fc1c02b4f738524b8b4703dc384_pd.npz
afaf0d43b6f845549c98a1ed440ded2a,test,1,6.0,white,4,7,2024,1003,1.7875409722328186,6182,ripser,2024,.\data\pd\afaf0d43b6f845549c98a1ed440ded2a_pd.npz
fbfaa9ef590c46cf9260f78f04639f80,train,1,5.0,1overf,12,7,3000,1879,2.1864781975746155,25101,ripser,3000,.\data\pd\fbfaa9ef590c46cf9260f78f04639f80_pd.npz
9d210ae66d6b4366977293684813554e,train,1,10.0,1overf,4,5,1008,322,1.7548785507678986,967,ripser,1008,.\data\pd\9d210ae66d6b4366977293684813554e_pd.npz
d5ddb289c3cb48fc91331834b00265e2,train,1,2.0,1overf,4,6,1004,657,1.0800407528877258,758,ripser,1004,.\data\pd\d5ddb289c3cb48fc91331834b00265e2_pd.npz
f15e3cf708d5483fb9bb822fc4dd3be8,train,1,3.0,1overf,11,8,1971,1420,1.4856996536254883,5081,ripser,1971,.\data\pd\f15e3cf708d5483fb9bb822fc4dd3be8_pd.npz
29a65bc9358b4e3bb82828b31e94dfff,test,1,2.0,1overf,4,7,1000,892,0.8023760318756104,753,ripser,1000,.\data\pd\29a65bc9358b4e3bb82828b31e94dfff_pd.npz
dec07ada173d4ac981fac5f7c7c89eda,train,1,4.0,1overf,3,7,1006,516,0.6741446852684021,492,ripser,1006,.\data\pd\dec07ada173d4ac981fac5f7c7c89eda_pd.npz
1d64fcc068d54359a441a2c84ee83da1,train,1,5.0,1overf,6,7,3000,1784,0.5224510431289673,4548,ripser,3000,.\data\pd\1d64fcc068d54359a441a2c84ee83da1_pd.npz
f4e558bbb11c417c9057694c429248e3,train,1,2.0,1overf,6,6,2018,1247,1.6524530947208405,8528,ripser,2018,.\data\pd\f4e558bbb11c417c9057694c429248e3_pd.npz
5ca96e7bdc3b4498bb5b63a467d8639a,train,1,3.0,white,4,7,1000,630,1.1011505722999573,770,ripser,1000,.\data\pd\5ca96e7bdc3b4498bb5b63a467d8639a_pd.npz
319e67e40891456daf2a2a90c761642e,val,1,3.0,1overf,8,8,1992,1395,1.4497294425964355,4504,ripser,1992,.\data\pd\319e67e40891456daf2a2a90c761642e_pd.npz
ee79c8d92000426085c6151d18c84aec,train,1,3.0,1overf,11,7,3000,2177,1.7730485796928406,17811,ripser,3000,.\data\pd\ee79c8d92000426085c6151d18c84aec_pd.npz
7a5046fd0d91470caf72ce2a3c5f6ef9,train,1,4.0,1overf,6,6,2018,963,1.8666285574436188,7947,ripser,2018,.\data\pd\7a5046fd0d91470caf72ce2a3c5f6ef9_pd.npz
6974d4ebbede439f8b5d38d08e52562e,train,1,6.0,white,8,7,2000,985,1.9217424392700195,6456,ripser,2000,.\data\pd\6974d4ebbede439f8b5d38d08e52562e_pd.npz
a570589d80ca41a1bdf14fc9b8c9a5dd,train,1,2.0,1overf,5,6,999,580,1.7314388155937195,1674,ripser,999,.\data\pd\a570589d80ca41a1bdf14fc9b8c9a5dd_pd.npz
33609b36ead148908f8c81c80e854f88,train,1,6.0,1overf,3,6,2033,847,0.6019338071346283,2788,ripser,2033,.\data\pd\33609b36ead148908f8c81c80e854f88_pd.npz
0310b5dde1224d13821d36fc55a55ae9,val,1,2.0,1overf,5,7,2018,1297,1.9372004270553589,8012,ripser,2018,.\data\pd\0310b5dde1224d13821d36fc55a55ae9_pd.npz
e084f79b9783480081672d471e23ddfd,train,1,4.0,1overf,8,7,3000,1685,1.9384822845458984,14817,ripser,3000,.\data\pd\e084f79b9783480081672d471e23ddfd_pd.npz
5b502e740ed74074924c910fc24f5c31,train,1,3.0,white,6,7,2012,1548,1.1580901145935059,4502,ripser,2012,.\data\pd\5b502e740ed74074924c910fc24f5c31_pd.npz
d799faa7052142779043016b1e592862,train,1,4.0,white,4,7,1000,543,1.509446144104004,868,ripser,1000,.\data\pd\d799faa7052142779043016b1e592862_pd.npz
c734ca4ee72947ffb0ff837eb408dfcd,train,1,6.0,white,6,6,2018,1073,1.5812813341617584,6272,ripser,2018,.\data\pd\c734ca4ee72947ffb0ff837eb408dfcd_pd.npz
1de1a2c29e8d4cb8a2b40d7529f4e85a,train,1,3.0,1overf,4,7,1000,621,1.3233215808868408,863,ripser,1000,.\data\pd\1de1a2c29e8d4cb8a2b40d7529f4e85a_pd.npz
08fd88b4f60047a8a80b28edf8ad8ff9,train,1,8.0,1overf,12,6,1988,964,2.1351889073848724,14183,ripser,1988,.\data\pd\08fd88b4f60047a8a80b28edf8ad8ff9_pd.npz
b6d361778a5d4e589d01e8bc369decf7,train,1,4.0,1overf,5,6,999,345,2.6386322677135468,2471,ripser,999,.\data\pd\b6d361778a5d4e589d01e8bc369decf7_pd.npz
